Status,Module,File Time Stamp,Link Time Stamp,File Size,Attr.,Link Checksum,Real Checksum,CPU,Subsystem,Symbols,Preferred Base,Actual Base,Virtual Size,Load Order,File Ver,Product Ver,Image Ver,Linker Ver,OS Ver,Subsystem Ver
6,"c:\users\black\installed\jdk-11\bin\API-MS-WIN-CORE-HANDLE-L1-1-0.DLL",2018-08-22 19:18:04,2049-01-27 03:53:21,18744,,0x0000D68C,0x0000D68C,x64,Console,"CV,Unknown",0x0000000180000000,Unknown,0x00003000,Not Loaded,10.0.16299.15,10.0.16299.15,10.0,14.10,10.0,10.0
6,"c:\users\black\installed\jdk-11\bin\API-MS-WIN-CORE-HEAP-L1-1-0.DLL",2018-08-22 19:18:04,2065-04-08 04:28:20,19256,,0x0000D627,0x0000D627,x64,Console,"CV,Unknown",0x0000000180000000,Unknown,0x00003000,Not Loaded,10.0.16299.15,10.0.16299.15,10.0,14.10,10.0,10.0
6,"c:\users\black\installed\jdk-11\bin\API-MS-WIN-CORE-INTERLOCKED-L1-1-0.DLL",2018-08-22 19:18:04,2093-11-26 02:13:45,18744,,0x00011B5F,0x00011B5F,x64,Console,"CV,Unknown",0x0000000180000000,Unknown,0x00003000,Not Loaded,10.0.16299.15,10.0.16299.15,10.0,14.10,10.0,10.0
6,"c:\users\black\installed\jdk-11\bin\API-MS-WIN-CORE-LOCALIZATION-L1-2-0.DLL",2018-08-22 19:18:04,2077-05-20 21:29:21,21304,,0x0000E28A,0x0000E28A,x64,Console,"CV,Unknown",0x0000000180000000,Unknown,0x00003000,Not Loaded,10.0.16299.15,10.0.16299.15,10.0,14.10,10.0,10.0
6,"c:\users\black\installed\jdk-11\bin\API-MS-WIN-CORE-MEMORY-L1-1-0.DLL",2018-08-22 19:18:04,2050-08-03 14:16:03,19256,,0x00009B27,0x00009B27,x64,Console,"CV,Unknown",0x0000000180000000,Unknown,0x00003000,Not Loaded,10.0.16299.15,10.0.16299.15,10.0,14.10,10.0,10.0
6,"c:\users\black\installed\jdk-11\bin\API-MS-WIN-CORE-NAMEDPIPE-L1-1-0.DLL",2018-08-22 19:18:04,1988-10-05 03:18:10,18744,,0x000120E3,0x000120E3,x64,Console,"CV,Unknown",0x0000000180000000,Unknown,0x00003000,Not Loaded,10.0.16299.15,10.0.16299.15,10.0,14.10,10.0,10.0
6,"c:\users\black\installed\jdk-11\bin\API-MS-WIN-CORE-PROCESSENVIRONMENT-L1-1-0.DLL",2018-08-22 19:18:04,1996-07-16 03:50:14,19768,,0x00008E55,0x00008E55,x64,Console,"CV,Unknown",0x0000000180000000,Unknown,0x00003000,Not Loaded,10.0.16299.15,10.0.16299.15,10.0,14.10,10.0,10.0
6,"c:\users\black\installed\jdk-11\bin\API-MS-WIN-CORE-PROFILE-L1-1-0.DLL",2018-08-22 19:18:04,1970-11-08 15:05:14,18232,,0x00010BBD,0x00010BBD,x64,Console,"CV,Unknown",0x0000000180000000,Unknown,0x00003000,Not Loaded,10.0.16299.15,10.0.16299.15,10.0,14.10,10.0,10.0
6,"c:\users\black\installed\jdk-11\bin\API-MS-WIN-CORE-RTLSUPPORT-L1-1-0.DLL",2018-08-22 19:18:04,2090-08-06 18:29:17,19256,,0x00010C64,0x00010C64,x64,Console,"CV,Unknown",0x0000000180000000,Unknown,0x00003000,Not Loaded,10.0.16299.15,10.0.16299.15,10.0,14.10,10.0,10.0
6,"c:\users\black\installed\jdk-11\bin\API-MS-WIN-CORE-STRING-L1-1-0.DLL",2018-08-22 19:18:04,2053-11-27 19:01:13,18744,,0x0000E6CB,0x0000E6CB,x64,Console,"CV,Unknown",0x0000000180000000,Unknown,0x00003000,Not Loaded,10.0.16299.15,10.0.16299.15,10.0,14.10,10.0,10.0
6,"c:\users\black\installed\jdk-11\bin\API-MS-WIN-CORE-UTIL-L1-1-0.DLL",2018-08-22 19:18:04,2063-12-14 00:50:03,17856,,0x0000B71E,0x0000B71E,x64,Console,"CV,Unknown",0x0000000180000000,Unknown,0x00003000,Not Loaded,10.0.16299.15,10.0.16299.15,10.0,14.10,10.0,10.0
6,"c:\users\black\installed\jdk-11\bin\API-MS-WIN-CRT-ENVIRONMENT-L1-1-0.DLL",2018-08-22 19:18:04,2103-02-14 19:03:46,19256,,0x0000E4B8,0x0000E4B8,x64,Console,"CV,Unknown",0x0000000180000000,Unknown,0x00003000,Not Loaded,10.0.16299.15,10.0.16299.15,10.0,14.10,10.0,10.0
D6,"c:\users\black\installed\jdk-11\bin\API-MS-WIN-CRT-PROCESS-L1-1-0.DLL",2018-08-22 19:18:04,2007-03-05 16:49:06,19768,,0x0000DB87,0x0000DB87,x64,Console,"CV,Unknown",0x0000000180000000,Unknown,0x00003000,Not Loaded,10.0.16299.15,10.0.16299.15,10.0,14.10,10.0,10.0
